"item_code","deskripsi","qty_on_hand","min_stock","max_stock","is_critical","lokasi_rak"
"O-51710-00","ELECTRO-VALVE FOR DOOR LOCK/UNLOCK SIDE 1; EV30 ;","0","0","0","Tidak","-"
"O-51711-00","ELECTRO-VALVE FOR PV WATER ; E21 ;","0","0","0","Tidak","-"
"O-51712-00","ELECTRO-VALVE FOR VP1 ; E1 ;","0","0","0","Tidak","-"
"O-51713-00","ELECTRO-VALVE FOR VP10 ; E10 ;","0","0","0","Tidak","-"
"O-51714-00","ELECTRO-VALVE FOR VPX; EX ;","0","0","0","Tidak","-"
"O-51715-00","ELECTRO-VALVE FOR VPZ; EZ ;","0","0","0","Tidak","-"
"T-20947-00","Electroda Inlab 741 ISM; Mettler Toledo; 30014094; 1 unit","0","0","0","Tidak","-"
"T-25372-00","Electrode holder uPlace; Mettler Toledo; 30019823;","0","0","0","Tidak","-"
"P-14899-00","Electrode Set Ozone Generator; Ozonia MKIV; ;","0","1","1","Tidak","-"
"O-54165-00","Electronic Expansion Valve ESS2U; Parker; ;","3","0","0","Tidak","D-3-3"
"O-54170-00","Electronic Expansion Valve ESX24B; Parker; ;","2","0","0","Tidak","D-3-2B"
"P-13754-00","Electronic Valve Actuator ; Brand : Siemens ; P/N : SQS65 ; Pack Size : pcs","1","0","0","Tidak","L-3"
"O-51707-00","ELECTROPNEUMATIC PRESSURE CONVERTER; COP","0","0","0","Tidak","-"
"O-51708-00","ELECTROVALVE 1/4'' GAS FF 24V DC N.C. HIGH TEMPERATURE DP GAS AND LIQUID 0?8BAR","0","0","0","Tidak","-"
"P-50229-00","Emergency Switch","0","0","0","Tidak","-"
"T-26629-00","Engine, Heater/Cooler; Waters; 700002139; piece","0","0","0","Tidak","-"
"P-13497-00","Engsel Piano SS","0","0","0","Tidak","-"
"Q-50000-00","Engsel Pintu SS","0","0","0","Tidak","-"
"Q-50028-00","Engsel Sendok Profil Hinge 40 mm; Ferrari; ; pc","0","0","0","Tidak","-"
"Q-10623-00","Engsel Spring SS304 4x3x3ml Dekson","0","0","0","Tidak","-"
"Q-50020-00","Engsel Tanam Pintu D40; Dekkson; Type D40; pc","0","0","0","Tidak","-"
"O-14639-00","EPDM Gasket for Ferrule dia. 1/2"" - P/N : -  pc","16","10","30","Tidak","M-2"
"O-14643-00","EPDM Gasket for Ferrule dia. 3""; ; ;","10","10","30","Tidak","M3"
"O-15585-00","EPDM GASKET FOR GEMU PNEUMATIC MEMBRANE VALVE 1/2 (DN15) HEAT NO. 133057;","0","0","0","Tidak","-"
"O-15565-00","EPDM MEMBRANE FOR GEMU PNEUMATIC MEMBRANE VALVE 1/2 (DN15); 2-WAY; AISI316L; RA = 0,5MICRON; PNEUMATICALLY OPERATED, NORMALLY CLOSED","0","0","0","Tidak","-"
"P-53214-00","Epoxy Adhesive DEXTONE; ; ;","0","0","0","Tidak","-"
"T-80965-00","Epson Tinta 003 black for Epson L3110; Epson; ; pc","0","0","0","Tidak","-"
"T-81109-00","Epson Tinta 003 Blue for Epson; Epson; ; pieces","0","0","0","Tidak","-"
"T-81111-00","Epson Tinta 003 Magenta for Epson L3110; Epson; ;","0","0","0","Tidak","-"
"P-52267-00","Exhaust Fan NVF-BC1030 220-240V 30W Max Flow: 300CMH NICOTRA","0","0","0","Tidak","-"
"P-51744-00","Exhaust Fan; SUNON; 12 VDC, KD 1205; ; ;","0","0","0","Tidak","-"
"Q-10986-00","Face Plate HDMI to VGA Skrup; AMP; ;","0","0","0","Tidak","-"
"P-54225-00","Face Plate HDMI to VGA Skrup; AMP; AMP; ;","4","0","0","Tidak","N3"
"S-20268-00","Face Shield Head Gear With Clear Visor; KW1000315; ; ;","0","0","0","Tidak","-"
"O-54173-00","Fan Condensor M4Q045-EA01-C01; Ebm-papst; ;","0","0","0","Tidak","-"
"P-52328-00","Fan Panel 9x9x2 CM 12VDC + Adaptor; ; ;","1","0","0","Tidak","A-3-3C"
"P-52054-00","Fan Panel Oval 150x50mm 220 VAC","0","0","0","Tidak","-"
"O-16317-00","FD Lyofast 10 - Oli Vaccum Ultragrade 20 Edwards; ; ;","40","1","2","Tidak","-"
"O-53093-00","FD S/N MBE1207 - Amplifier SE3AN21RS1603; Aron; ;","0","0","1","Tidak","-"
"O-19982-00","FD S/N MBE1207 - Directional Valve XDC3C03N1FS42; Aron; ;","1","0","0","Tidak","D-1-2"
"O-53095-00","FD S/N MBE1207 - Electric Control Lock DTDF MCN224; SUN; EB02-00535;","1","0","0","Tidak","D-1-11D"
"O-19983-00","FD S/N MBE1207 - Pneumatic Ball Valve WA 100DM G1/4 inch Double Action; ; EB14-00098;","0","0","0","Tidak","-"
"O-53094-00","FD S/N MBE1207 - Pressure Switch IPN-350 ISO; ; EB02-00063;","2","0","0","Tidak","D-2-3A"
"O-19981-00","FD S/N MBE1207 - Proportional Directional Valve DSE3F-A08/11N-D12K1; Duplomatic; EB02-00380;","0","0","0","Tidak","-"
"O-53096-00","FD S/N MBE1207 - Proximity Switch E2E-XB1D12 2M; Omron; EB22-00837;","2","0","0","Tidak","D-1-9B"
"P-15371-00","Fedegari - Seal Door; ; ;","4","0","0","Tidak","F-4"
"O-15917-00","Fedegari FVA2/A1 - CENTERING RING DN16 CLAMP; Code : PP100907; ; ;","3","1","1","Tidak","A-1-7"
"O-15913-00","Fedegari FVA2/A1 - CENTERING RING DN35 CLAMP; Code : PP100897; ; ;","1","1","2","Tidak","E3"
"O-15916-00","Fedegari FVA2/A1 - CLAMP DN10 1/2"" (MICROCASTED); Code : GM100017; ; ;","1","1","1","Tidak","E3"
"O-15912-00","Fedegari FVA2/A1 - CLAMP DN34-DN35 (MICROCASTED); Code : GM100094; ; ;","2","1","2","Tidak","-"
"O-15915-00","Fedegari FVA2/A1 - DN16 ASTM CAP; Code : PM102747; ; ;","1","1","1","Tidak","-"
"O-15918-00","Fedegari FVA2/A1 - O-RING 15.47x3.53 ; Code : CC150170; ; ;","17","10","20","Tidak","E-3-8B"
"O-15914-00","Fedegari FVA2/A1 - O-RING 34.52x3.53; Code : CC150171; ; ;","15","10","20","Tidak","E3"
"O-15911-00","Fedegari FVA2/A1 - TAPPO DN35 ASTM; Code : PM102749; ; ;","5","4","8","Tidak","E-3-5"
"P-15429-00","Fedegari FVA2/A1 S/N : NB2964AT - Cover Seal FVM-A/2 FOB2 (Code: PP600265); ; ;","4","1","4","Tidak","F-4"
"P-13039-00","Ferrule - Klem Ferrule 3/4inch SS 316L","0","0","0","Tidak","-"
"P-10759-00","Ferrule - Klem Ferrule 4inch SS 316L","0","0","0","Tidak","-"
"P-17073-00","Ferrule 3/4"" SS 316L; ; ;","0","0","0","Tidak","-"
"P-13631-00","Ferrule SS304 1inch x Drat Dalam 1/2inch","0","0","0","Tidak","-"
"P-13037-00","Ferrule to hose 1 inchi","0","0","0","Tidak","-"
"P-14993-00","Ferrule to Hose 1,5 inch x 7mm; ; ;","2","1","2","Tidak","L-3"
"P-14992-00","Ferrule to Hose 3/4 inch","0","0","0","Tidak","-"
"P-16991-00","Ferrule Welding dia.1""; ; ;","0","0","0","Tidak","-"
"T-20289-00","Ferrule, 1.0 mm graphite 0.53 Col; Agilent; Part No. 5080-8773; 10/pk","0","0","0","Tidak","-"
"P-12223-00","FESTO - Blanking plug QSC-6H  p/n 153268","15","2","15","Tidak","H-3-2"
"O-16961-00","FESTO - CRQS-1/8-6 p/n 162862","1","0","0","Tidak","M3"
"P-15351-00","FESTO - Plastic tubing PUN-10x1,5-BL (Blue) p/n 159668; ; ;","44","50","200","Tidak","Atas Flammable"
"P-12258-00","FESTO - Push In Connector QS-10-10","18","5","20","Tidak","M3"
"P-12260-00","FESTO - Push In Connector QS-4-4","6","5","20","Tidak","B-2-1D"
"P-12261-00","FESTO - Push In Connector QS-6 p/n 153032","0","0","0","Tidak","-"
"P-12263-00","FESTO - Push In Connector QS-8 p/n 153033","29","5","20","Tidak","R-4-7"
"P-12265-00","FESTO - Push In Connector QS-8-6 p/n 153038","12","5","20","Tidak","M3"
"P-12266-00","FESTO - Push In Fitting QS-1/2-10 part number 190646","14","0","0","Tidak","M-3"
"P-12267-00","FESTO - Push In Fitting QS-1/2-8 (NPQE-D-R12-Q8-P5);  P/N : 8112930","10","0","0","Tidak","R-4-8"
"P-12269-00","FESTO - Push-In Fitting type QSM-M5-6 p/n 153306","20","0","0","Tidak","R-4-8"
"P-12275-00","FESTO - QS-1/4-6 Push-In fitting p/n 153003","0","0","0","Tidak","-"
"P-12276-00","FESTO - QS-1/4-8 Push-In fitting p/n 153005","0","0","0","Tidak","-"
"P-12279-00","FESTO - QS-1/8-6 Push-In fitting p/n 153002","0","5","20","Tidak","-"
"P-12280-00","FESTO - QS-1/8-8 Push-In fitting p/n 153004","17","5","20","Tidak","M3"
"P-12281-00","FESTO - QS-10-8 Push In Connector p/n 153039","0","0","0","Tidak","-"
"P-12282-00","FESTO - QS-12-10 Push in Connector p/n: 153040","27","5","20","Tidak","M-3-7A"
"P-12286-00","FESTO - QS-3/8-6 Push-In fitting p/n 190645","20","5","20","Tidak","R-4-8"
"P-12287-00","FESTO - QS-3/8-8 Push-In fitting p/n 153006","8","5","20","Tidak","-"
"P-12300-00","FESTO - QSML-M5-4 part Number 15333","8","2","15","Tidak","B-2-1C"
"P-12305-00","FESTO - QST-6 Push in t-connection p/n 153129","0","5","20","Tidak","-"
"P-12306-00","FESTO - QST-8 push in t- connection p/n 153130","0","0","0","Tidak","-"
"P-18290-00","Festo Standar Cylinder DSBC-40-40-PPVA-N3 PN. 1376657; ; ; pc","1","0","0","Tidak","I-3-1"
"O-54115-00","Fiber Amplifier -; KEYENCE; FS-V31CP;","1","1","2","Tidak","B-3-5"
"O-54116-00","Fiber Reflective -; KEYENCE; FU-67V;","1","1","2","Tidak","A-2-3"
"T-20859-00","FID/TCD Performance evaluat sample kit ; PN : 18710-60170; Agilent; 18710-60170; 1 pcs/pack","0","0","0","Tidak","-"
"O-15587-00","FILLING NEEDLE ; FILLING THE VIALS ; STERILINE : PART NO (308496,308710,306680,305421,305288,300359,301105,301106)","3","0","0","Tidak","A-2-9A"
"O-20904-00","Filling VFM100 - Adapter Loadcell 30x30x4mm; Custom/Lokal; -; 1 Pc","1","0","0","Tidak","-"
"O-20903-00","Filling VFM100 - Base Plate Loadcell 163.5x28x4mm; Custom/Lokal; -; 1 Pc","1","0","0","Tidak","-"
"O-53319-00","Filling VFM100 - Cable 3g 1.5mq JZ-500; Steriline; 1111907; 1 Pc","1","0","0","Tidak","1"
"O-53620-00","Filling VFM100 - Connection Cable 3m Female Connector, Straight Sensor End, 12-pin; Steriline; 25316410; 1 pc","0","0","0","Tidak","-"
"O-21378-00","Filling VFM100 - Cover Ion Shower 33x45x340 mm, Mat. SUS304; Custom/Lokal; -; 1 Pc","1","0","0","Tidak","S-3-8"
"O-20905-00","Filling VFM100 - Dudukan Piringan 30x14x9mm; Custom/Lokal; -; 1 Pc","1","0","0","Tidak","-"
"O-53211-00","Filling VFM100 - Flow meter 40-500 NL/H (201787);INOX;Model 1900;","1","1","2","Tidak","C-2"
"P-18619-00","Filling VFM100 - Guide Vial Material SUS 304; ; ;","0","0","0","Tidak","-"
"O-21007-00","Filling VFM100 - Handle Manual Valve Hexagon 60x27; Custom/Lokal; -; 1 Pc","1","0","0","Tidak","Not Located"
"O-53590-00","Filling VFM100 - Hyperion Medium Range Bar; Meech; A945IPS-0400; 1 Pc","1","0","0","Tidak","-"
"O-52208-00","Filling VFM100 - Laser Photoelectric Sensor (Amplifier) LV-N11CP Keyence","0","0","0","Tidak","-"
"O-52207-00","Filling VFM100 - Laser Photoelectric Sensor Head LV-S62 Keyence; ; ;","1","0","0","Tidak","C-1-1"
"O-53209-00","Filling VFM100 - Linear feeder 200V-50Hz (203296);Steriline;Type : GL-1 173VA;","0","0","0","Tidak","-"
"O-18878-00","Filling VFM100 - Load Cell Bridge Holder; ; ;","0","0","0","Tidak","-"
"O-53591-00","Filling VFM100 - M8-4 Pin Power Cable; Meech; A900IPS-PCS10; 1 Pc","1","0","0","Tidak","F-3-12"
"O-21703-00","Filling VFM100 - Oring Silicone ID 6,96mm OD 10,34 Tebal 1,69mm; Custom/Lokal; -; 1 Pc","0","0","0","Tidak","-"
"O-21372-00","Filling VFM100 - Pengunci Ventilator, UK : od.26,5mm x id.17mm x 46mm, Mat. POM White; Custom/Lokal; ; 1 Pc","0","0","0","Tidak","-"
"P-18620-00","Filling VFM100 - Piringan Loadcell Material SUS304; ; ;","2","1","2","Tidak","-"
"O-21475-00","Filling VFM100 - Seal Ferrule PTFE Virgin Food Grade 3/4 Inch; Custom/Lokal; -; 1 Pc","0","0","0","Tidak","-"
"O-53481-00","Filling VFM100 - TEMPERATURE PROBE ;  MODEL PT100 SINGLE ELEMENT, 3 WIRES, DIAMETER 3MM, LENGTH 250M; Jumo; 29274; 1 Pc","1","1","2","Tidak","-"
"O-53640-00","Filling VFM100 - USB-RS232 Cable to Electronic Box; Steriline; 25316390; 1 Pc","0","0","0","Tidak","-"
"O-53482-00","Filling VFM100 - VACUUM LEVEL SWITCH ; DIGITAL VACUUM LEVEL SWITCH Code: 120511; Vuototecnica; 202545; 1 Pc","1","1","2","Tidak","S-2-16"
"O-54109-00","Filling VFM100 - Weighing Load Cell SL 250/300-M-FS-9-29-34 P/N: 75081 S/N: 00299 Wipotec","0","0","0","Tidak","-"
"O-15711-00","FILTER ; MILLIPORE : CARTRIDGE FILTER AERVENT 50 0,2 ?M TC 3/4 LOT NO. F2JA25925 S.N. 01502;","0","0","0","Tidak","-"
"O-15591-00","FILTER ABSOLUTE - CAMFILL 1FRSI - 1SI 762X457X150; CLASS H13, DIN EN 1822, FRAME: STAINLESS STEEL - 99,95% MPPS; SERIAL NO. 00083616122 (for Cooling chamber)","1","1","2","Tidak","Ruang Flter"
"O-15592-00","FILTER ABSOLUTE, CAMFILL - 1ER(GS) - 1PU; DIN EN 1822 : H14; EFFICIENCY: 99,995% MPPS; DIMENSION: 305X457X150; SERIAL NO. 060052-15122","1","1","1","Tidak","-"
"O-15590-00","FILTER CA 0,2 MICRON; PART NO :CC120072","0","0","0","Tidak","-"
"T-22339-00","Filter Cartridge Vacuum Regulator Gauge 300/400/410/430 (Moisture Trap); Rocker; -; piece","0","0","0","Tidak","-"
"P-15905-00","Filter Catridge Type: TefTEC Series P/N : TefTEC 0.2 - 10 P7S Lenght : 10 Inch O-Ring : 226 Fin","0","1","1","Tidak","-"
"P-15904-00","Filter Catridge; Type : TefTEC Series; P/N : TefTEC 0.2 - 5 P7S; Micron : 0.2 Micron; Lenght : 5 Inc; ; ;","0","0","0","Tidak","-"
"P-13745-00","Filter Core Drier - D48","0","0","0","Tidak","-"
"P-14460-00","Filter IAF HB Series (Hepa Filter) H13, Min Eff : 99,99% on 0,3 micron, Size: 610x610x93 mm; IAF; ;","0","0","0","Tidak","-"
"P-14459-00","Filter IAF HB Series (Hepa Filter) H14, Min Eff : 99,999 % on 0.3 micron, Size: 610x610x93 mm; IAF; ;","2","0","0","Tidak","Ruang Filter"
"P-14516-00","Filter IAF HB Series (Hepa Filter) H14, Min eff: 99,999 %, on 0.3 micron, Size: 610 x 1220 x 93 mm; IAF; ; 1 pc","0","0","0","Tidak","-"
"P-14445-00","Filter IAF HB Series (Hepa Filter) H14, Min eff: 99,999 %, on 0.3 micron, Size: 610x305x93 mm; ; ;","0","0","0","Tidak","-"
"P-14456-00","Filter IAF MBV Series (Medium Filter), efficiency : 80-85 %, Size: 12 x 24 x 12 inch; IAF; ;","14","3","10","Tidak","Ruang Filter"
"P-14455-00","Filter IAF MBV Series (Medium Filter), efficiency : 80-85 %, Size: 24 x 24 x 12 inch; IAF; ;","9","3","10","Tidak","Ruang Filter"
"P-14458-00","Filter IAF MBV Series (Medium Filter), efficiency : 90-95 %, Size: 12 x 24 x 12 inch; IAF; ;","22","3","10","Tidak","Ruang filter"
"T-20118-00","FILTER INSERT ASSY; Waters; P/N WAT088084; 1 pc","0","1","4","Tidak","-"
"O-16097-00","FILTER KIT FOR 92XX/94XX MITRA PACK, PT P/N : A40989 pc","0","0","0","Tidak","-"
"O-19350-00","Filter LSC For Aerosol Photometer ATI 2i PN: 5500180; ; ;","0","0","0","Tidak","-"
"O-17812-00","Filter LSC Photometer ATI 2i P/N : 5500180-B","0","0","0","Tidak","-"
"P-17290-00","Filter Regulator Brand : SMC P/N : AW20-02BG-C-A Pack Size : pcs","0","0","0","Tidak","-"
"S-20499-00","Filter Retainer 501 (Plastik Penutup Prefilter 5N11); 3M; 501; 10 pc/pck","0","0","0","Tidak","-"
"P-13641-00","Filter SO 5 micron 30 inch O-ring 222 Bayonet; ; ;","5","0","0","Tidak","L-4"
"P-17717-00","Fisher S 8 (1 box : 100 pcs)","0","0","0","Tidak","-"
"P-16308-00","Fisher S 8 (1 box : 100 pcs)","0","0","0","Tidak","-"
"O-15593-00","FITTING FEMALE THREAD, SMC, KQ2F10-03A","0","0","0","Tidak","-"
"Q-10429-00","Fitting Kap Lampu LED Tube TL T8 Ukuran 60 cm; In-Lite; INFX004; pack size per pcs","2","0","0","Tidak","O3"
"P-53104-00","Fitting Keramik Lampu Mercury SON-T 70W PHILIPS","0","0","0","Tidak","-"
"P-15432-00","Fitting KQ2E08-00; ; ;","10","5","10","Tidak","R-2-8"
"P-15077-00","Fitting KQ2H06-03AS; ; ;","8","5","10","Tidak","-"
"P-15076-00","Fitting KQ2H10-04AS; ; ;","10","5","10","Tidak","R-2-8"
"Q-10845-00","Fitting Lampu Bholam E27; ; ; pcs","0","5","20","Tidak","-"
"P-14948-00","Fitting Male Elbow KQ2L08-02AS; ; ;","3","3","6","Tidak","R-2-8"
"P-14949-00","Fitting Male Elbow KQ2L08-03AS; ; ;","6","3","6","Tidak","-"
"O-19141-00","Fitting Pneumatic QS 6mm x 1/8 inch Female; ; ;","0","0","0","Tidak","-"
"P-10858-00","Fitting PVC - Elbow PVC 1 1/4""","5","2","4","Tidak","-"
"P-10860-00","Fitting PVC - Elbow PVC 1""","4","2","4","Tidak","F-3"
"P-10862-00","Fitting PVC - Elbow PVC 2 1/2""","5","2","4","Tidak","-"
"P-10863-00","Fitting PVC - Elbow PVC 2""","5","2","4","Tidak","-"
"P-10865-00","Fitting PVC - Elbow PVC 3/4""","5","2","4","Tidak","-"
"P-15391-00","Fitting PVC - Reducer PVC AW 4"" x 2""; ; ;","0","0","0","Tidak","-"
"P-14969-00","Fitting PVC - SDL PVC 3/4""; ; ;","0","0","0","Tidak","-"
"P-10896-00","Fitting PVC - Sock PVC 1 1/4""","0","2","4","Tidak","-"
"P-10897-00","Fitting PVC - Sock PVC 1""","1","2","4","Tidak","-"
"P-10898-00","Fitting PVC - Sock PVC 2""","3","2","4","Tidak","-"
"P-10900-00","Fitting PVC - Sock PVC 3 Rucika AW","0","2","4","Tidak","-"
"P-10906-00","Fitting PVC - Tee PVC 1"" Rucika AW","4","2","4","Tidak","-"
"P-19660-00","Fitting PVC - Tee PVC 2.5 Inch; Rucika; -; 1 pc","10","5","10","Tidak","F-2-10"
"P-10909-00","Fitting PVC - Tee PVC 3 inch Rucika AW","0","2","4","Tidak","-"
"O-18010-00","Fitting SMC P/N : KQ2H08-03AS","3","1","2","Tidak","C-2-5B"
"T-20041-00","Fitting SS; WATERS; c/n WAT025604; 5pc per pack","0","0","0","Tidak","-"
"P-19234-00","Fitting Tee Tubing (Pneumatic Union Speed Control) 12 mm; EMC; ;","0","0","0","Tidak","-"
"P-19238-00","Fitting Tee Tubing 12mm; EMC; ;","0","0","0","Tidak","-"
"P-15855-00","FITTING UNION TEE, SMC, KQ2T10-00A","0","0","0","Tidak","-"
"T-25027-00","Fitting, Internal Reducer, 1/16 to 1/32 inch; Agilent; p/n: 0100-2594;","0","0","0","Tidak","-"
"S-40851-00","Flashdisk 4GB; Sandisk; ;","0","0","0","Tidak","-"
"Q-70093-00","Flat Parallel Mini Srewdriver 3x65; Kennedy; KEN5725220K; pack size per pcs","0","0","0","Tidak","-"
"P-50943-00","Flexible conduit dia 20 mm","1","0","0","Tidak","L3"
"O-19822-00","Flexible Front End 916 - (125.0 - 125.0)","1","1","1","Tidak","-"
"O-15875-00","Flexible Plate; Material = SUS316 L T= 1.2mm; ; ;","0","1","1","Tidak","-"
"P-54158-00","Float Level Switch VSS-2FJ-S3-L900-FS40S-0 Flange 2 inch; WINGEL; ;","0","0","0","Tidak","-"
"P-18906-00","Float Valve D14 mm AI SI 316L; Lokal; ;","0","0","0","Tidak","-"
"P-18572-00","Flow assembly for electrodes ORP type 462 5020-40; JUMO; ;","0","0","0","Tidak","-"
"O-18166-00","Flow Meter 1-10 CMH LZQ-7","0","0","0","Tidak","-"
"O-19348-00","Flow Sensor for Aerosol Photometer ATI 2i PN: 5300167; ; ;","0","0","0","Tidak","-"
"P-52229-00","Flow Sensor S401 Insertion Type Flow Sensor,220 mm; SUTO; ;","0","0","0","Tidak","-"
"P-52515-00","Flow Sensor Type SE30-HT (High Temperature Version); Burkert; ;","0","0","0","Tidak","-"
"O-51986-00","Flow Switch 1inch 220V; ; ;","1","0","0","Tidak","F-1"
"P-52265-00","Flow Switch Model FS-1 Screw NPT 1 Inch Wingel","0","0","0","Tidak","-"
"P-54065-00","Flow Switch Stainless 1/8 inch Kabel Tahan Panas @4mtr","0","0","0","Tidak","-"
"O-53037-00","Flow Transmitter 100Pa; 1/2 - 10Vac; 0-4-20mAMicatrone","0","0","0","Tidak","-"
"P-52514-00","Flow Transmitter Type 8025 (Remote/Panel Version); Burkert; ;","0","0","0","Tidak","-"
"P-15856-00","FLOW VALVE, KYLOLA, KFH-CA44","0","0","0","Tidak","-"
"P-17640-00","Flowmeter Fortex TP SS316 2 1/2 Inch,220 VAC, Modbus RS485; SHM; ;","0","0","0","Tidak","-"
"P-15447-00","Flowmeter Merk Wiebrock; 100 LPM, 0 - 100liter / menit; ; ;","0","0","0","Tidak","-"
"P-15446-00","Flowmeter Merk Wiebrock; 60 LPM 0-60 liter/menit; ; ;","0","0","0","Tidak","-"
"P-15448-00","Flowmeter Mfg : Dwyer; Type : MMA-5; ; ;","0","0","0","Tidak","-"
"P-15449-00","Flowmeter Mfg : Dwyer; Type : RMA-1-SSV-ARB; Range : 0.05-0.4 SCFH AIR; ; ;","0","0","0","Tidak","-"
"O-52381-00","Flowmeter P/n: 9193142 Miele","0","0","0","Tidak","-"
"Q-12181-00","Flush Bolt 1625 + Stang; Griff; -; 1 Pc","0","0","0","Tidak","-"
"Q-50025-00","Flush Bolt 370mm; Dekkson; FB SQ 501; pc","0","0","0","Tidak","-"
"Q-50012-00","Flush Bolt Grendel Tanam Slot Pintu; Dekkson; FB 040 8+12 inch; pack size per set (8 inch dan 12 inch)","0","0","0","Tidak","-"
"P-70003-00","Forklift Jungheinrich - Filter Air; Jungheinrich; 51440858; 1 pc","1","0","0","Tidak","S-2-9"
"P-70002-00","Forklift Jungheinrich - Filter Cartridge; Jungheinrich; 5140412; 1 pc","1","0","0","Tidak","S-3-2"
"P-70004-00","Forklift Jungheinrich - Oil Hidraulic UG 46 (C); Jungheinrich; -; 1 pc","35","0","0","Tidak","-"
"P-70005-00","Forklift Jungheinrich - Oil Transmission 80W 90 (L); Jungheinrich; -; 1 pc","5","0","0","Tidak","-"
"Q-50013-00","Frame or Perimeter Seal RP48 White; Raven; R48W6; 6 meter/pck","0","3","10","Tidak","-"
"P-19271-00","Free Float Steam Trap 1/2 inch (DN15); TLV; J3X10;","0","0","0","Tidak","-"
"P-19272-00","Free Float Steam Trap 3/4 Inch (DN 20); TLV; J3X10;","3","0","0","Tidak","L-4"
"P-19273-00","Free Float Steam Trap 3/4 inch (DN 20); TLV; J5X10;","1","0","0","Tidak","L-4"
"O-53165-00","Freeze Dryer - Inverter Compressor Frequency Converter EB19-00108 Schneider ATV71HD22N4Z","1","0","0","Tidak","-"
"O-21327-00","Freeze Dryer Lyofast 10 - Cover Block dia 50mm tebal 10mm, Mat. Kuningan; Custom/Lokal; -; 1 Pc","0","0","0","Tidak","-"
"O-53516-00","Freeze Dryer Lyofast 10 - RTD PT 100 ohm Dia 4x16mm, Temp. -100 - 200?C, P. Kabel 10 meter; Custom/Lokal; -; 1 Pc","2","1","2","Tidak","-"
"O-21127-00","Freeze Dryer Lyofast 10 - Sight Glass Seal Silicone O-ring OD 170,6 ID 160 Tebal 5.3; ; ; 1 Pc","5","5","10","Tidak","-"
"O-18929-00","Freeze Dryer MBE1207 -  FILTER Cartridge SANRONG FILTER ELEMENT for SFR487T Housing P/N : EDF16-01060; ; ;","2","2","4","Tidak","D-2-5B"
"O-53604-00","Freeze Dryer MBE1207 -  Flow Switch; SMC; IFW510-04-00; 1 pc","2","0","0","Tidak","I-3-2"
"O-19212-00","Freeze Dryer MBE1207 -  Orifice No. 03 068-2006; Danfoss; ;","4","4","8","Tidak","D-2-8A"
"O-16152-00","Freeze Dryer MBE1207 - Circulation Pump Inlet Pressure Gauge Valve; CASTEL; 6110/23; Receiver Valve 1/4"" SAE Flare + 3/8"" NPT, Direct;","1","0","0","Tidak","D-1-3C"
"O-16149-00","Freeze Dryer MBE1207 - Complete O-ring/Gasket for shelves below; ; 345x5.3;132x5.3;106x5.3;8x1.8;180x3.55;","0","0","0","Tidak","-"
"O-53337-00","Freeze Dryer MBE1207 - Condenser Drain Steam Trap TD600 1 inch NPT; WATSON; EB14-00117; 1 Pc","2","0","0","Tidak","R-3-3"
"O-53336-00","Freeze Dryer MBE1207 - Electrically Controlled Directional Valve DTDF-MCN-224-U9N; ARON; EB02-00535; 1 Pc","2","0","0","Tidak","R-3-11"
"O-20952-00","Freeze Dryer MBE1207 - Flexible Plate; Material = SUS316 L T= 1.2mm; Custom/Lokal; -; 1 Pc","0","0","0","Tidak","-"
"O-52271-00","Freeze Dryer MBE1207 - Flow Switch SMC Part No. IFW550-N04-00","1","0","0","Tidak","D-1-13A"
"O-20211-00","Freeze Dryer MBE1207 - FV401 Butterfly valve support 9611416470; Alfalaval; EB50-00047; 1 Pc","2","0","0","Tidak","D-1-18-B"
"O-53151-00","Freeze Dryer MBE1207 - FV401 Disused:Microswitch 9612510702; Alfalaval; EB50-00693; 1 Pc","2","0","0","Tidak","D-1-16A"
"O-53150-00","Freeze Dryer MBE1207 - FV401 Pneumativ Actuator 9611416301; Alfalaval; EB50-00044; 1 Pc","2","1","2","Tidak","D-4"
"P-18667-00","Freeze Dryer MBE1207 - Gasket Slot Door Silicone dia 13 mm; ; ;","12","1","2","Tidak","D5"
"O-19810-00","Freeze Dryer MBE1207 - Gasket Teflon Uk. 45x41x1.5; Custom; ;","2","1","2","Tidak","D-2-1C"
"O-17998-00","Freeze Dryer MBE1207 - Main Door Gasket P/N : EB41-00568; ; ;","8","0","1","Tidak","D-5"
